id,name,rating,hotel_id
1970324837384132,Pera Tulip Hotel,,222
1970324837384133,Titanic City Taksim,,224
1970324837384134,Avantgarde Hotel Taksim,,195
1970324837384135,Taxim Hill Hotel,,227
1970324837384136,Pera Rose Hotel - Special Class,,203
1970324837384137,Tulip City Hotel,,260
1970324837384138,Hotel The Pera Hill,,327
1970324837384139,Opale Hotel,,468
1970324837384140,Premist Hotels Taksim - Ozel Sinif,,447
1970324837384141,"DeCamondo Galata, a Tribute Portfolio Hotel",,476
1970324837384142,The Soul Istanbul Hotel,,484
1970324837384143,Radisson Blu Hotel Istanbul Pera,,4775
1970324837384144,Grand Hotel de Pera,,6556
1970324837384145,Manesol Boutique Galata,,2109497
1970324837384146,Dosso Dossi Hotels Golden Horn,,2109440
1970324837384147,Aspera Hotel Golden Horn,,2109435
1970324837384148,"Lokalist, İstanbul, Tribute Portfolio Hotel",,354
1970324837384149,Tonight Hotel Port,,18674
1970324837384150,The Maestro Hotel,,2109553
1970324837384151,"Adahan DeCamondo Pera, Autograph Collection",,4638
1970324837384152,Metropolitan Hotels Taksim,,391
1970324837384153,Pera Bosphorus Hotel,,2109580
1970324837384154,CVK Park Bosphorus Hotel Istanbul,,334
1970324837384155,The Artisan Istanbul MGallery,,353
1970324837384156,CVK Taksim Hotel Istanbul,,228
1970324837384157,DoubleTree by Hilton Hotel Istanbul - Piyalepasa,,6897
1970324837384158,Rixos Pera Istanbul,,298
1970324837384159,The Marmara Pera,,163
1970324837384160,"Burdock Hotel Istanbul, Autograph Collection",,2109471
1970324837384161,The Galata Istanbul Hotel - MGallery,,429
1970324837384162,Elite World Istanbul Taksim Hotel,,230
1970324837384163,Dora Pera Hotel,,2109424
1970324837384164,UK Hotel Istanbul,,2109431
1970324837384165,Art Suites Istanbul,,4024
1970324837384166,Walton Gardens Pera,,18761
1970324837384167,The Westist Hotel & Spa,,14965
1970324837384168,SuB Karakoy - Special Class,,4154
1970324837384169,Point Hotel Taksim,,1355
1970324837384170,Pera Palace Hotel,,1289
1970324837384171,City Center Hotel Taksim,,3282
1970324837384172,10 Karakoy Istanbul,,372
1970324837384173,Novotel Istanbul Bosphorus,,389
1970324837384174,Nidya Hotel Galataport,,324
1970324837384175,The Haze Karakoy,,4958
1970324837384176,Metropolitan Hotels Bosphorus,,448
1970324837384177,Port Bosphorus Hotel,,446
1970324837384178,The Marmara Taksim,,116
1970324837384179,The Green Park Taksim,,99
1970324837384180,Elite World Comfy Taksim Hotel,,272
1970324837384181,Ramada Plaza by Wyndham Istanbul Tekstilkent,,326
1970324837384182,Ibis Istanbul Esenyurt,,5051
1970324837384183,Grand Beyazit Hotel,,2604
1970324837384184,Aprilis Gold Hotel,,6954
1970324837384185,Martinenz Hotel,,258
1970324837384186,Golden Horn Istanbul Hotel,,288
1970324837384187,"Royan Hotel Hagia Sophia Istanbul, a member of Radisson Individuals",,2109428
1970324837384188,Sorriso Hotel,,291
1970324837384189,Cronton Design Hotel,,2109414
1970324837384190,Rixos Premium Bodrum,,144
1970324837384191,Ottoman Hotel Park - Special Class,,256
1970324837384192,Dundar Hotel & SPA,,220
1970324837384193,Mirilayon Hotel,,277
1970324837384194,Raymond Hotel,,283
1970324837384195,Hotel Levni İstanbul - Özel Sınıf,,279
1970324837384196,Hotel Olimpiyat,,210
1970324837384197,Mercure Istanbul Sirkeci,,461
1970324837384198,Palde Hotel & SPA,,455
1970324837384199,Miss Istanbul Hotel & SPA,,453
1970324837384200,Hotel Buyuk Hamit,,370
1970324837384201,Oran Hotel,,1956
1970324837384202,Catch Hotel Sultanahmet - Ozel Sinif,,17917
1970324837384203,Almina Inn Hotel,,17959
1970324837384204,Danis Hotel Istanbul Old City,,17216
1970324837384205,Manesol Old City Bosphorus,,6797
1970324837384206,Lady Diana Hotel,,2131
1970324837384207,Klas Hotel,,2914
1970324837384208,Seres Hotel,,1756
1970324837384209,Dosso Dossi Hotels & Spa Downtown,,368
1970324837384210,Amiral Palace Hotel Boutique Class,,225
1970324837384211,The Byzantium Hotel & Suites - Special Class,,233
1970324837384212,Sultan House,,267
1970324837384213,Sultanhan Hotel - Special Class,,211
1970324837384214,Antea Palace Hotel & SPA,,75
1970324837384215,Sunlight Hotel Istanbul,,115
1970324837384216,Ottoman Hotel Imperial - Special Class,,31
1970324837384217,Blue Istanbul Hotel - Ozel Sinif,,290
1970324837384218,Skalion Hotel & SPA,,345
1970324837384219,Dosso Dossi Hotels Old City,,349
1970324837384220,Atlantis Royal Hotel,,471
1970324837384221,"Hagia Sofia Mansions Istanbul, Curio Collection by Hilton",,457
1970324837384222,Ramada by Wyndham Istanbul Old City,,215
1970324837384223,Piya Sport Hotel,,443
1970324837384224,Yigitalp Hotel,,35
1970324837384225,Wyndham Istanbul Old City,,255
1970324837384226,May Hotel Istanbul,,261
1970324837384227,Grand Ant Hotel,,181
1970324837384228,Aprilis Deluxe Hotel,,2109437
1970324837384229,California Hotel,,4056
1970324837384230,"Orient Occident Hotel Istanbul, Autograph Collection",,2109522
1970324837384231,Ramada Plaza By Wyndham Istanbul Sultanahmet ,,2109463
1970324837384232,Biz Cevahir Hotel Sultanahmet,,3591
1970324837384233,"Orientbank Hotel Istanbul, Autograph Collection",,18224
1970324837384235,Seven Hills Palace & Spa,,465
1970324837384236,Vogue Hotel Supreme Istanbul,,281
1970324837384237,Premist Hotels Sultanahmet,,338
1970324837384238,Innova Sultanahmet Istanbul,,282
1970324837384239,Legacy Ottoman Hotel,,208
1970324837384240,Hotel Sultania,,262
1970324837384241,The And Hotel Istanbul - Special Class,,236
1970324837384242,"Crowne Plaza Istanbul - Old City, Bir IHG Oteli",,204
1970324837384243,Golden Horn Hotel - Special Class,,160
1970324837384244,Orka Royal Hotel & Spa,,183
1970324837384245,Best Western Hotel Empire Palace - Ozel Sinif,,158
1970324837384246,Hotel Golden Crown,,143
1970324837384247,Orient Express Hotel,,138
1970324837384248,Graziella Gold Hotel,,475
1970324837384249,Beyazit Palace Hotel,,474
1970324837384250,DoubleTree by Hilton Hotel Istanbul - Sirkeci,,111
1970324837384251,"Holiday Inn İstanbul City, Bir IHG Oteli",,150
1970324837384252,Hotel Ipek Palas,,180
1970324837384253,Amber Hotel - Ozel Sinif,,232
1970324837384254,Almina Hotel - Special Class,,219
1970324837384255,Hotel Santa Sophia,,193
1970324837384256,Grand Yavuz Hotel,,29
1970324837384257,Romance Istanbul Hotel,,112
1970324837384258,Hotel Yasmak Sultan,,121
1970324837384259,Hotel Saint Sophia,,114
1970324837384260,Aprilis Hotel - Özel Sınıf,,4943
1970324837384261,Radisson Hotel President Old Town Istanbul,,86
1970324837384262,Radisson Hotel Istanbul Sultanahmet,,1780
1970324837384263,Deluxe Golden Horn Sultanahmet Hotel,,2230
1970324837384264,Radisson Residences Avrupa TEM Istanbul,,297
1970324837384265,Doubletree by Hilton Istanbul Moda,,273
1970324837384266,Wyndham Grand Istanbul Kalamis Marina Hotel,,322
1970324837384267,Hilton Istanbul Kozyatagi,,337
1970324837384268,"Holiday Inn Istanbul - Kadikoy, Bir IHG Oteli",,383
1970324837384269,A11 Hotel,,436
1970324837384270,A11 Exclusive Hotel,,490
1970324837384271,Pasaport Pier Istanbul,,15039
1970324837384272,Broyt Hotel,,483
1970324837384273,"Four Points by Sheraton Istanbul, Kagithane",,2109425
1970324837384274,Movenpick Living Camlivadi,,2109558
1970324837384275,Ibis Istanbul West,,9147
1970324837384276,Ramada Encore by Wyndham Istanbul Basin Express,,467
1970324837384277,Park Inn by Radisson Istanbul Ataturk Airport,,374
1970324837384278,Elite World Grand Istanbul Basın Ekspres Hotel,,408
1970324837384279,Elite World Istanbul Florya Hotel,,335
1970324837384280,Tango Arjaan By Rotana,,380
1970324837384281,Burgu Arjaan By Rotana,,379
1970324837384282,Elite World Grand Istanbul Kucukyali Hotel,,451
1970324837384283,Miracle Istanbul Asia Airport Hotel & Spa,,5032
1970324837384284,The Green Park Pendik,,275
1970324837384285,Hilton Istanbul Maslak,,221
1970324837384286,Movenpick Living Saklivadi,,2109584
1970324837384287,"Radisson Collection Hotel, Vadistanbul",,462
1970324837384288,Radisson Residences Vadistanbul,,466
1970324837384289,Carina Park Suites Nisantasi,,393
1970324837384290,Walton Sisli Residence,,16968
1970324837384291,"Crowne Plaza Istanbul - Harbiye, Bir IHG Oteli",,289
1970324837384292,"Radisson Blu Hotel, Istanbul Sisli",,315
1970324837384293,Delta Hotels by Marriott Istanbul Levent,,378
1970324837384294,Avantgarde Hotel Sisli,,481
1970324837384295,Melas Hotel Istanbul,,485
1970324837384296,Holiday Inn Istanbul - Sisli,,259
1970324837384297,Lasagrada Hotel Istanbul,,5712
1970324837384298,Buke Hotel Sisli,,11657
1970324837384299,Hotel Bosfora Plus,,2109441
1970324837384300,The Westin Istanbul Nisantasi,,2109545
1970324837384301,The Mill Hotel Bomonti,,2109432
1970324837384302,Princely Suites,,2109541
1970324837384303,ibis Istanbul Sisli,,2109585
1970324837384304,Divan Istanbul,,1134
1970324837384305,Avantgarde Levent Hotel - Boutique Class,,265
1970324837384306,Hilton Istanbul Bomonti Hotel & Conference Center,,336
1970324837384307,Mercure Istanbul Bomonti,,369
1970324837384308,Ramada Plaza by Wyndham Istanbul Sehir Merkezi Yalnizca Yetiskinler,,209
1970324837384309,The Elysium Taksim Special Class,,3664
1970324837384310,Titanic Comfort Sisli,,252
1970324837384311,Fairmont Quasar Istanbul,,423
1970324837384312,The Marmara Sisli,,173
1970324837384313,Mare Park Hotel,,11699
1970324837384314,Arts Hotel Istanbul - Special Class,,7054
1970324837384315,Febor İstanbul Bomonti Hotel & Spa,,470
1970324837384316,Jaff Hotels Nisantasi,,2109426
1970324837384317,FEBOR PARK HOTEL,,4082
1970324837384318,The Stay Nisantasi,,274
1970324837384319,Hilton Istanbul Bosphorus,,30
1970324837384320,Icon Hotel Taksim,,6718
1970324837384321,Point Hotel Barbaros,,3609
1970324837384322,Hotel Favori,,394
1970324837384323,Ibis Istanbul Tuzla Hotel,,10426
1970324837384324,Doubletree by Hilton İstanbul Umraniye,,10945
1970324837384325,Park inn By Radisson Istanbul Atasehir,,440
1970324837384326,Bof Hotels Business,,2109459
1970324837384327,Bof Hotels Ceo Suites Atasehir,,8821
1970324837384328,Mercure Istanbul Altunizade,,321
1970324837384329,Aspera Hotel Altunizade,,3667
1970324837384330,Uranus İstanbul Topkapı,,6460
1970324837384331,Novotel Istanbul Zeytinburnu,,2252
1970324837384332,Ibis Istanbul Zeytinburnu,,2251
1970324837384333,Ottoperla Hotel,,480
1970324837384334,Radisson Blu Hotel Istanbul Ottomare,,399
1970324837384335,Grand Makel Hotel Topkapi,,366
1970324837384336,Balcova Termal Hotel,,92
1970324837384337,Ramada Encore by Wyndham Izmir,,340
1970324837384338,Wyndham Grand İzmir Özdilek Thermal & Spa,,142
1970324837384339,Kamer Suites & Hotels,,292
1970324837384340,Z Otel Cesme,,1382
1970324837384341,Kanuni Kervansaray Historical Hotel,,3584
1970324837384342,Alacati Cadde 75 Hotel,,312
1970324837384343,Alacati Sorf Hotel,,398
1970324837384344,Provence Mansion Alacati,,441
1970324837384345,Viento Hotel Alacati,,6783
1970324837384346,Babaylon Hotel,,91
1970324837384347,"Reges, A Luxury Collection Resort & Spa",,14912
1970324837384348,Boyalik Beach Hotel & SPA,,325
1970324837384349,Pirlanta Boutique Hotel,,434
1970324837384350,Piril Hotel Thermal & Beauty Spa,,110
1970324837384351,Grand Hotel Ontur Cesme,,124
1970324837384352,Suess Alacati,,489
1970324837384353,Biblos Beach Resort Alacati,,14299
1970324837384354,Peremere Alacati Hotel,,424
1970324837384355,Altin Yunus Resort & Thermal Hotel,,20
1970324837384356,Radisson Blu Resort & Spa Cesme,,2751
1970324837384357,Ilica Hotel Spa & Wellness Thermal Resort,,346
1970324837384358,DoubleTree By Hilton Izmir Airport,,418
1970324837384359,Svalinn Hotel Izmir,,397
1970324837384360,Best Western Premier Karsiyaka,,415
1970324837384361,Hotel 86 By Katipoglu,,400
1970324837384362,Zeniva Hotel,,371
1970324837384363,Swissotel Buyuk Efes Izmir,,213
1970324837384364,Movenpick Hotel Izmir,,214
1970324837384365,Ramada Plaza By Wyndham Izmir,,352
1970324837384366,Life Corner Hotel,,438
1970324837384367,DoubleTree by Hilton Izmir Alsancak,,316
1970324837384368,Oglakcioglu Park Boutique Hotel,,245
1970324837384369,Ontur Hotel Izmir,,212
1970324837384370,Ismira Hotel,,247
1970324837384371,Kordon Hotel Pasaport,,250
1970324837384372,Kordon Hotel Cankaya,,432
1970324837384373,Grand Corner Boutique Hotel,,350
1970324837384374,Marla Hotel,,351
1970324837384375,Notion Kesre Beach Hotel & Spa,,6255
1970324837384376,Aria Claros Beach & Spa Resort,,240
1970324837384377,Club Yali Hotels & Resort,,1378
1970324837384378,Club Cactus Paradise,,1559
1970324837384379,Grand Efe Hotel,,607
1970324837384380,Club Resort Atlantis,,90
1970324837384381,Maya Bistro Beach Hotel,,431
1970324837384382,Richmond Ephesus Resort,,18
1970324837384383,Hedef Beyt Hotel Resort & Spa,,442
1970324837384384,Korumar Ephesus Beach & Spa Resort,,367
1970324837384385,BN Hotel Termal & Spa,,18764
1970324837384386,Be Premium Bodrum,,347
1970324837384387,La Blanche Island Bodrum,,3793
1970324837384388,DUJA Bodrum,,102
1970324837384389,Bodrium Hotel & SPA,,206
1970324837384390,Jasmin Beach Hotel,,278
1970324837384391,Royal Asarlik Beach Hotel & Spa,,84
1970324837384392,Selectum Colours Bodrum,,93
1970324837384393,Parkim Ayaz,,109
1970324837384394,Jasmin Elite Residence,,426
1970324837384395,Selectum Luxury Door’A,,541
1970324837384396,Cactus Fleur Beach Club,,1107
1970324837384397,Hotel Samara,,546
1970324837384398,Diamond of Bodrum by Loxia Hotels,,175
1970324837384399,Cape Bodrum Beach Luxury Resort,,403
1970324837384400,Mivara Luxury Resort & Spa,,375
1970324837384401,Baia Bodrum,,149
1970324837384402,Hillstone Bodrum Hotel & Spa,,3
1970324837384403,Titanic Luxury Collection Bodrum,,387
1970324837384404,No:81 Hotel,,205
